text,cefr_level
"In 2011 the statue was vandalized three times , being splashed with red paint .",B2
The male is 22 centimeters in length with the elongated outer tail - feathers accounting for 14 - 15 centimeters .,B2
The male is 22 cm in length with the elongated outer tail - feathers accounting for 14 -.,B2
"Ordinarily , presidents are elected for five - year terms , with no opportunity for immediate reelection .",B2
"Presidents are elected for five - year terms , with no opportunity for immediate reelection .",B2
"In some groups , the elytra are fused together , and the insect is flightless .",B2
Three soccer grounds using artificial turfs were opened on 3 October 2012 .,B2
On 6 October 2012 three soccer grounds using artificial turf were opened .,B2
"The building of both bridges was problematic , with both the first and second bridges requiring several redesigns from multiple architects .",B2
"The building of both bridges was difficult , with both the first and second bridges needing multiple redesigns from multiple architects .",B2
"These observances are controlled by the government , but are not observed as holidays .",B2
Some former subspecies have been lately recognized as species for genetic reasons .,B2
Some former subspecies are today recognized as species due to genetic reasons .,B2
Gifted and talented education dates back thousands of years .,B2
A stream cipher makes use of a much smaller and more convenient key such as 128 bits .,B2
Three different definitions of the rosids were used .,B2
Three different definitions of the rosids are in use .,B2
"Since the 1970s , sports clubs and federations are organized separately within each language community .",B2
SIDS happens more in infants of mothers who smoke while they are pregnant .,B2
SIDS rates are higher in babies of mothers who smoke during pregnancy .,B2
"Typically , battle royale contestants are only given one life to play ; any players who die are not allowed to respawn .",B2
